ncpr,kappa
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.03
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.0,0.01
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.03
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.08,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
0.17,0.05
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.08
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.0,0.05
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
0.08,0.07
